iter	RMSE
698	8546076.874
699	8540884.166
700	8535057.303
701	8530734.255
702	8523476.953
703	8520932.085
704	8517734.839
705	8514564.43
706	8512029.324
707	8508183.998
708	8501643.451
709	8498705.896
710	8490611.62
711	8488595.51
712	8484427.017
713	8477551.145
714	8473120.029
715	8470702.971
716	8464770.893
717	8459537.001
718	8453684.637
719	8448173.561
720	8445952.174
721	8440549.901
722	8438943.138
723	8435222.963
724	8434140.923
725	8433425.611
726	8430196.552
727	8426681.213
728	8422772.503
729	8415466.246
730	8405069.952
731	8403394.577
732	8397860.032
733	8393809.564
734	8391645.267
735	8390028.36
736	8384206.396
737	8380266.579
738	8375295.746
739	8369182.536
740	8365090.252
741	8362469.09
742	8356608.963
743	8353568.461
744	8345516.628
745	8343366.702
746	8339836.079
747	8336958.352
748	8334041.734
749	8330191.141
750	8328742.412
751	8323739.676
752	8320246.73
753	8313006.44
754	8309953.598
755	8303224.844
756	8301567.446
757	8299198.515
758	8297094.58
759	8294344.959
760	8289383.486
761	8287261.118
762	8285203.93
763	8281145.074
764	8278900.197
765	8276675.791
766	8271603.244
767	8265238.232
768	8261826.96
769	8259743.867
770	8254362.355
771	8252632.089
772	8250233.809
773	8246493.263
774	8242302.993
775	8239545.843
776	8237954.9
777	8233048.245
778	8226945.38
779	8223001.976
780	8220806.662
781	8218870.762
782	8214756.584
783	8211243.103
784	8203767.198
785	8202718.818
786	8200441.772
787	8197380.626
788	8195790.561
789	8193009.195
790	8190928.323
791	8189254.122
792	8186975.225
793	8184031.811
794	8181555.27
795	8176703.459
796	8174461.152
797	8171273.67
798	8169033.593
799	8162334.413
800	8160588.157
801	8157930.356
802	8157204.824
803	8152283.718
804	8147832.947
805	8144083.854
806	8142341.776
807	8138404.376
808	8135180.394
809	8132116.055
810	8129664.33
811	8123232.012
812	8120542.574
813	8118246.181
814	8114940.691
815	8110540.972
816	8107328.811
817	8100866.968
818	8097746.788
819	8093986.065
820	8092404.28
821	8089334.322
822	8087127.864
823	8082796.954
824	8080320.333
825	8075987.144
826	8072644.728
827	8067457.105
828	8064212.946
829	8060624.865
830	8056383.38
831	8054691.29
832	8053120.015
833	8050039.782
834	8046683.979
835	8043515.075
836	8038742.245
837	8036825.785
838	8030969.271
839	8029566.293
840	8025983.926
841	8023044.584
842	8019785.731
843	8016953.757
844	8013365.174
845	8009620.493
846	8004679.935
847	8002204.071
848	8000883.349
849	7996706.447
850	7993450.668
851	7991139.037
852	7989100.212
853	7986816.839
854	7983800.495
855	7982213.591
856	7980562.743
857	7976565.146
858	7971863.497
859	7968791.077
860	7965915.434
861	7956704.719
862	7952804.452
863	7950125.589
864	7947187.576
865	7946259.747
866	7943813.529
867	7940763.115
868	7937680.15
869	7936015.871
870	7933458.071
871	7931226.848
872	7928149.612
873	7925274.481
874	7921917.458
875	7919485.235
876	7916955.541
877	7914673.279
878	7911901.378
879	7906904.742
880	7903640.098
881	7900908.166
882	7898493.798
883	7893727.15
884	7890186.923
885	7887211.916
886	7885523.984
887	7881654.389
888	7878290.614
889	7875376.144
890	7873720.287
891	7871126.991
892	7867855.8
893	7864739.967
894	7862189.745
895	7860584.953
896	7857412.31
897	7853966.461
898	7851359.299
899	7846210.321
900	7842963.551
901	7838976.443
902	7837108.743
903	7835751.826
904	7831519.848
905	7830497.264
906	7826768.248
907	7825673.606
908	7824570.759
909	7823837.945
910	7819907.127
911	7811301.621
912	7809394.183
913	7807119.862
914	7804407.131
915	7802805.084
916	7799599.52
917	7796885.537
918	7793780.784
919	7791960.945
920	7788596.933
921	7786544.901
922	7784609.762
923	7782523.723
924	7781061.756
925	7776140.248
926	7774728.018
927	7769516.129
928	7766881.965
929	7764244.755
930	7762010.441
931	7759519.041
932	7755462.556
933	7753886.405
934	7750738.322
935	7748485.578
936	7743691.531
937	7742723.863
938	7740908.363
939	7738889.173
940	7734757.948
941	7732466.225
942	7730916.837
943	7730401.358
944	7728619.802
945	7727905.606
946	7724181.272
947	7721932.272
948	7718878.287
949	7715649.824
950	7712887.251
951	7710850.841
952	7708718.975
953	7705161.355
954	7703227.331
955	7699249.922
956	7697037.752
957	7694702.929
958	7692016.704
959	7688986.47
960	7684647.582
961	7681884.705
962	7679786.026
963	7677631.444
964	7671001.658
965	7669551.081
966	7665706.2
967	7663512.227
968	7661237.448
969	7657751.044
970	7655541.868
971	7652140.941
972	7649267.793
973	7647324.678
974	7641529.922
975	7637833.024
976	7635403.91
977	7634124.389
978	7630581.908
979	7626691.422
980	7620830.555
981	7617690.717
982	7616595.989
983	7614495.244
984	7612677.121
985	7609581.161
986	7607500.599
987	7605990.308
988	7603400.624
989	7599288.914
990	7596287.394
991	7593394.522
992	7590464.393
993	7588240.412
994	7585290.663
995	7583911.866
996	7580797.265
997	7579262.604
998	7576971.023
999	7575738.364
1000	7574050.569
1001	7572012.51
1002	7568238.205
1003	7565166.066
1004	7563031.112
1005	7560228.964
1006	7556945.238
1007	7554099.99
1008	7550198.216
1009	7547844.599
1010	7545315.746
1011	7543354.171
1012	7540513.538
1013	7537505.859
1014	7536209.919
1015	7534825.01
1016	7530959.027
1017	7528266.246
1018	7526383.502
1019	7523236.432
1020	7519887.154
1021	7517437.284
1022	7516323.568
1023	7514686.204
1024	7507748.781
1025	7500165.59
1026	7497474.58
1027	7493552.778
1028	7492036.753
1029	7487606.575
1030	7482956.397
1031	7481276.409
1032	7479199.664
1033	7477828.613
1034	7475878.776
1035	7473676.395
1036	7471056.359
1037	7467666.221
1038	7466228.206
1039	7464319.61
1040	7461582.84
1041	7458572.279
1042	7457698.769
1043	7452294.896
1044	7447177.966
1045	7444423.571
1046	7443527.308
1047	7439924.482
1048	7438204.965
1049	7435548.992
1050	7433327.349
1051	7430159.895
1052	7427391.313
1053	7422918.628
1054	7419976.126
1055	7419060.633
1056	7418257.939
1057	7415338.898
1058	7412935.678
1059	7410124.296
1060	7407363.434
1061	7405339.557
1062	7401808.595
1063	7398770.592
1064	7395800.003
1065	7393645.679
1066	7390075.66
1067	7387597.719
1068	7386147.634
1069	7384600.766
1070	7382785.401
1071	7380853.144
1072	7377790.993
1073	7375807.133
1074	7373268.817
1075	7370692.264
1076	7367949.712
1077	7366157.204
1078	7361950.283
1079	7358094.809
1080	7355709.905
1081	7351710.433
1082	7347326.993
1083	7344398.48
1084	7340836.341
1085	7339776.582
1086	7335810.398
1087	7333703.5
1088	7331270.676
1089	7328188.644
1090	7326973.059
1091	7325248.397
1092	7322271.221
1093	7321395.098
1094	7319582.633
1095	7317181.017
1096	7314364.776
1097	7310715.608
1098	7306717.41
1099	7304471.277
1100	7302536.369
1101	7300403.919
1102	7298630.946
1103	7296706.872
1104	7293199.641
1105	7292084.849
1106	7289882.517
1107	7288478.862
1108	7286255.917
1109	7284915.952
1110	7280897.795
1111	7279571.742
1112	7277380.257
1113	7275716.758
1114	7274332.387
1115	7271889.656
1116	7269884.059
1117	7268230.86
1118	7266142.655
1119	7264521.173
1120	7261866.721
1121	7260386.742
1122	7256478.696
1123	7253625.876
1124	7251159.119
1125	7249724.226
1126	7249192.354
1127	7246078.84
1128	7243900.927
1129	7241767.706
1130	7239955.221
1131	7236486.194
1132	7232644.619
1133	7230539.178
1134	7229713.992
1135	7227582.94
1136	7225006.24
1137	7222277.176
1138	7217766.855
1139	7216712.151
1140	7213139.243
1141	7206628.562
1142	7205386.228
1143	7204259.635
1144	7202524.405
1145	7199104.982
1146	7196901.485
1147	7191636.591
1148	7189843.377
1149	7186703.807
1150	7185432.562
1151	7183311.257
1152	7181402.039
1153	7180334.975
1154	7175586.645
1155	7174492.608
1156	7173573.18
1157	7172662.399
1158	7169519.682
1159	7168165.39
1160	7167035.574
1161	7165089.155
1162	7162551.199
1163	7160556.996
1164	7156653.244
1165	7156336.294
1166	7154714.34
1167	7152351.387
1168	7151031.136
1169	7150326.112
1170	7147691.514
1171	7146356.368
1172	7145030.181
1173	7142833.858
1174	7140204.688
1175	7134991.712
1176	7133576.48
1177	7132684.331
1178	7131273.088
1179	7125607.441
1180	7123696.404
1181	7119843.123
1182	7115946.034
1183	7113290.739
1184	7110844.024
1185	7109790.375
1186	7108319.301
1187	7106103.342
1188	7105143.497
1189	7103250.2
1190	7101351.886
1191	7098647.216
1192	7096700.927
1193	7094855.43
1194	7092123.656
1195	7087061.46
1196	7083563.822
1197	7079149.14
1198	7075518.476
1199	7073788.446
1200	7070452.308
1201	7066988.794
1202	7065263.893
1203	7063982.602
1204	7063474.574
1205	7058945.17
1206	7057592.875
1207	7056291.426
1208	7053176.771
1209	7051134.951
1210	7049053.421
1211	7048491.18
1212	7046454.947
1213	7043003.557
1214	7040994.148
1215	7039659.163
1216	7037199.284
1217	7036096.626
1218	7032789.73
1219	7029979.662
1220	7028261.421
1221	7025899.631
1222	7024991.177
1223	7021893.593
1224	7019249.844
1225	7017344.64
1226	7014742.445
1227	7012177.387
1228	7010391.794
1229	7009005.806
1230	7004756.926
1231	7003151.023
1232	7001372.511
1233	7000206.822
1234	6997614.304
1235	6994018.018
1236	6993286.908
1237	6991522.237
1238	6988419.608
1239	6987469.773
1240	6986747.885
1241	6984689.53
1242	6983801.327
1243	6981766.117
1244	6979504.998
1245	6978335.908
1246	6974858.7
1247	6972613.04
1248	6969785.275
1249	6967546.612
1250	6964922.79
1251	6962815.1
1252	6962437.738
1253	6959727.732
1254	6956448.615
1255	6954078.293
1256	6952169.631
1257	6951030.623
1258	6948531.424
1259	6947260.796
1260	6944476.827
1261	6942791.355
1262	6941430.15
1263	6938812.261
1264	6937091.98
1265	6935739.41
1266	6934137.793
1267	6929208.312
1268	6926025.27
1269	6925255.869
1270	6923108.753
1271	6919941.931
1272	6918213.768
1273	6916694.418
1274	6913906.984
1275	6911794.603
1276	6910822.39
1277	6908397.801
1278	6906184.633
1279	6902762.303
1280	6900522.027
1281	6897408.712
1282	6894839.516
1283	6892125.556
1284	6888638.743
1285	6887315.489
1286	6885370.999
1287	6882358.783
1288	6880273.53
1289	6878744.065
1290	6876953.854
1291	6874872.595
1292	6873878.084
1293	6872704.734
1294	6869812.765
1295	6868414.647
1296	6866992.339
1297	6864572.677
1298	6863006.089
1299	6861363.976
1300	6860592.593
1301	6858736.453
1302	6855621.054
1303	6854583.344
1304	6852580.641
1305	6850996.938
1306	6849648.979
1307	6848291.835
1308	6846910.163
1309	6844300.796
1310	6843285.788
1311	6841931.396
1312	6840361.907
1313	6839423.049
1314	6834327.442
1315	6833258.2
1316	6832032.206
1317	6830363.532
1318	6826538.15
1319	6825466.851
1320	6824017.674
1321	6822509.253
1322	6821827.093
1323	6819360.275
1324	6816868.173
1325	6815841.822
1326	6813220.765
1327	6812143.127
1328	6809051.147
1329	6807572.785
1330	6806711.378
1331	6804497.492
1332	6803029.939
1333	6801658.332
1334	6799023.976
1335	6797598.33
1336	6795373.91
1337	6794162.107
1338	6792908.809
1339	6790142.035
1340	6789202.073
1341	6786732.885
1342	6785466.517
1343	6782730.551
1344	6781129.16
1345	6779099.245
1346	6776811.326
1347	6774103.124
1348	6772115.376
1349	6771210.27
1350	6770582.754
1351	6769662.815
1352	6768843.963
1353	6766413.165
1354	6765775.624
1355	6764794.583
1356	6763278.126
1357	6761644.201
1358	6759189.683
1359	6757655.01
1360	6755407.55
1361	6752271.783
1362	6751324.576
1363	6749733.148
1364	6747918.384
1365	6745581.333
1366	6744019.995
1367	6743355.363
1368	6741098.273
1369	6739999.288
1370	6737895.324
1371	6735222.373
1372	6732146.943
1373	6729783.843
1374	6726078.14
1375	6724256.726
1376	6721076.778
1377	6719970.249
1378	6718260.212
1379	6716783.881
1380	6714920.346
1381	6714498.897
1382	6712763.693
1383	6710895.336
1384	6709616.213
1385	6708088.109
1386	6705312.036
1387	6701734.385
1388	6699259.714
1389	6698386.171
1390	6695713.414
1391	6693970.239
1392	6692091.278
1393	6690901.522
1394	6688897.312
1395	6687038.098
1396	6685913.184
1397	6683536.63
1398	6682821.808
1399	6681329.158
1400	6680131.59
1401	6676723.083
1402	6674866.535
1403	6673526.612
1404	6672578.713
1405	6671399.732
1406	6669145.263
1407	6668033.029
1408	6665434.547
1409	6664633.719
1410	6663306.689
1411	6661636.796
1412	6660859.719
1413	6658492.07
1414	6657372.63
1415	6656189.001
1416	6653864.173
1417	6652537.714
1418	6649189.927
1419	6648038.557
1420	6646148.932
1421	6643775.217
1422	6643221.728
1423	6642133.01
1424	6640785.082
1425	6638080.823
1426	6635908.354
1427	6634709.66
1428	6631749.089
1429	6630191.299
1430	6628678.986
1431	6627669.212
1432	6626394.186
1433	6625483.5
1434	6623797.197
1435	6622332.974
1436	6620262.672
1437	6616962.361
1438	6615282.745
1439	6613458.004
1440	6612250.388
1441	6610161.131
1442	6607747.65
1443	6606450.995
1444	6605380.463
1445	6601748.194
1446	6599756.758
1447	6598435.27
1448	6597285.397
1449	6595809.59
1450	6593872.699
1451	6592586.349
1452	6591873.625
1453	6589886.828
1454	6588425.993
1455	6587317.479
1456	6585721.464
1457	6584716.37
1458	6582178.394
1459	6580945.869
1460	6579213.473
1461	6578142.645
1462	6576498.146
1463	6575383.789
1464	6574328.66
1465	6572906.145
1466	6571297.094
1467	6569776.942
1468	6568767.416
1469	6563978.004
1470	6560509.866
1471	6559557.874
1472	6558226.69
1473	6556455.095
1474	6553736.829
1475	6552206.761
1476	6551371.772
1477	6549869.085
1478	6548571.585
1479	6547808.281
1480	6543783.618
1481	6541194.729
1482	6539872.516
1483	6538897.609
1484	6537844.647
1485	6536897.756
1486	6535647.438
1487	6532400.419
1488	6531640.07
1489	6528159.151
1490	6527034.733
1491	6525944.284
1492	6524545.105
1493	6523312.11
1494	6521789.629
1495	6519011.555
1496	6517788.366
1497	6516548.211
1498	6514490.149
1499	6511809.602
1500	6510736.548
1501	6510400.691
1502	6509347.867
1503	6507585.681
1504	6505941.541
1505	6505017.534
1506	6503521.583
1507	6502052.439
1508	6501349.883
1509	6499773.367
1510	6497220.365
1511	6496000.57
1512	6495053.631
1513	6493705.452
1514	6492794.53
1515	6491696.477
1516	6488442.352
1517	6487683.5
1518	6485717.124
1519	6484392.389
1520	6483482.74
1521	6481593.991
1522	6479240.198
1523	6476193.734
1524	6474659.151
1525	6473583.085
1526	6471358.917
1527	6470508.858
1528	6467722.884
1529	6466650.311
1530	6465785.421
1531	6464197.581
1532	6461529.138
1533	6460212.84
1534	6458499.152
1535	6457342.217
1536	6455956.384
1537	6453753.135
1538	6452454.187
1539	6447991.09
1540	6446415.234
1541	6445233.476
1542	6443937.827
1543	6442710.471
1544	6441183.659
1545	6438271.255
1546	6435689.58
1547	6433991.221
1548	6432685.633
1549	6431183.239
1550	6429694.697
1551	6427011.36
1552	6425825.104
1553	6423427.475
1554	6422928.836
1555	6420299.407
1556	6417206.736
1557	6416492.389
1558	6415796.44
1559	6414226.702
1560	6413126.288
1561	6411786.211
1562	6408638.116
1563	6406439.158
1564	6405222.65
1565	6402494.64
1566	6400003.895
1567	6397659.051
1568	6395836.488
1569	6394442.498
1570	6393134.884
1571	6392081.137
1572	6389990.727
1573	6388661.704
1574	6387448.177
1575	6386936.826
1576	6385581.146
1577	6382649.31
1578	6381386.51
1579	6380723.947
1580	6379942.393
1581	6378095.015
1582	6376072.224
1583	6373201.849
1584	6372316.467
1585	6370290.141
1586	6368889.009
1587	6367150.573
1588	6365842.455
1589	6363978.268
1590	6362838.753
1591	6360805.116
1592	6359956.723
1593	6358332.765
1594	6357471.898
1595	6356250.091
1596	6354367.579
1597	6353513.692
1598	6352444.535
1599	6350454.331
1600	6349247.003
1601	6347582.214
1602	6345987.892
1603	6344277.363
1604	6342734.3
1605	6340664.839
1606	6337506.129
1607	6336739.527
1608	6336276.371
1609	6334674.04
1610	6328836.263
1611	6323786.682
1612	6321578.413
1613	6319462.802
1614	6318280.781
1615	6315207.091
1616	6313420.697
1617	6312098.288
1618	6310352.919
1619	6308547.86
1620	6305853.021
1621	6304155.509
1622	6303091.202
1623	6301739.43
1624	6298922.413
1625	6298066.525
1626	6297318.543
1627	6294689.954
1628	6291914.573
1629	6291384.256
1630	6290179.925
1631	6288601.398
1632	6285310.291
1633	6284221.579
1634	6282598.814
1635	6281111.646
1636	6279945.475
1637	6278397.022
1638	6277084.934
1639	6274814.959
1640	6273037.88
1641	6271598.582
1642	6269660.61
1643	6267113.359
1644	6264871.475
1645	6263910.578
1646	6262807.072
1647	6262035.74
1648	6260595.474
1649	6259508.425
1650	6257012.856
1651	6255945.983
1652	6254786.75
1653	6253172.117
1654	6252584.172
1655	6250966.186
1656	6249921.095
1657	6249222.001
1658	6247690.667
1659	6246945.389
1660	6245647.479
1661	6244743.438
1662	6243751.935
1663	6241082.562
1664	6237613.562
