iter	RMSE
213	6010121.25
214	6005242.542
215	5999559.015
216	5996178.287
217	5993497.237
218	5992182.527
219	5986982.265
220	5979024.156
221	5976107.786
222	5971786.135
223	5969092.711
224	5968106.312
225	5964934.989
226	5960497.974
227	5957145.566
228	5956901.542
229	5953123.221
230	5952121.433
231	5939994.639
232	5936856.748
233	5935499.279
234	5934578.876
235	5933733.005
236	5925829.823
237	5922506.192
238	5920757.643
239	5916177.859
240	5907954.516
241	5907255.977
242	5906490.277
243	5904694.155
244	5899065.225
245	5895707.314
246	5893894.66
247	5891553.273
248	5887691.035
249	5887046.854
250	5886326.122
251	5881248.317
252	5880357.273
253	5878670.982
254	5875431.478
255	5867087.082
256	5863093.045
257	5858678.01
258	5856400.839
259	5849365.788
260	5839789.981
261	5835171.089
262	5829952.214
263	5827465.592
264	5821394.709
265	5820791.627
266	5818000.427
267	5815504.936
268	5813829.96
269	5811605.884
270	5810105.373
271	5809379.735
272	5805651.703
273	5802157.21
274	5801185.415
275	5797930.963
276	5795157.661
277	5791901.69
278	5790259.733
279	5785142.904
280	5782320.678
281	5780426.585
282	5778135.598
283	5776674.363
284	5769349.815
285	5768048.495
286	5765845.33
287	5763911.876
288	5762444.173
289	5759923.876
290	5759055.003
291	5753236.172
292	5752309.403
293	5750247.607
294	5744233.792
295	5740933.535
296	5737722.297
297	5735621.884
298	5726465.547
299	5725124.492
300	5724900.247
301	5720891.912
302	5719637.201
303	5717809.564
304	5716179.954
305	5705681.519
306	5704024.398
307	5702826.658
308	5699795.046
309	5694633.948
310	5684763.462
311	5681938.156
312	5677358.719
313	5674886.224
314	5672013.109
315	5668408.704
316	5667099.481
317	5665131.684
318	5663520.652
319	5660970.478
320	5658395.998
321	5653521.243
322	5652678.038
323	5651100.635
324	5648264.969
325	5647592.007
326	5646890.563
327	5643596.997
328	5642360.675
329	5637991.947
330	5633557.415
331	5631586.776
332	5630568.813
333	5626940.078
334	5625611.581
335	5621709.336
336	5619319.427
337	5614659.263
338	5612747.927
339	5610986.404
340	5606174.743
341	5604286.005
342	5601664.259
343	5600162.251
344	5598469.203
345	5594544.342
346	5592706.924
347	5590985.616
348	5589250.248
349	5588076.979
350	5587039.231
351	5585391.297
352	5583857.332
353	5581357.284
354	5577507.744
355	5572583.435
356	5572336.532
357	5571086.299
358	5568862.699
359	5567211.142
360	5565526.605
361	5564689.046
362	5562539.61
363	5560053.545
364	5554986.87
365	5552628.949
366	5550760.991
367	5549972.527
368	5541117.557
369	5540129.41
370	5537195.223
371	5535788.652
372	5534058.626
373	5531411.482
374	5530865.755
375	5526921.126
376	5519046.169
377	5514946.393
378	5509681.204
379	5506184.803
380	5503119.191
381	5499340.896
382	5498607.675
383	5494872.874
384	5492648.285
385	5491841.968
386	5490007.772
387	5486935.671
388	5486450.291
389	5483807.597
390	5482895.615
391	5481498.437
392	5477131.732
393	5475202.885
394	5473832.102
395	5470699.233
396	5468486.103
397	5467447.362
398	5464521.474
399	5462508.704
400	5459455.926
401	5454016.497
402	5453124.431
403	5452290.961
404	5444610.383
405	5440162.362
406	5437677.078
407	5434861.676
408	5431504.976
409	5430564.554
410	5429659.626
411	5429546.934
412	5428046.305
413	5427065.42
414	5424909.733
415	5423917.668
416	5422127.275
417	5420818.32
418	5420420.865
419	5419246.505
420	5418340.423
421	5416910.259
422	5415848.089
423	5414888.084
424	5411643.263
425	5410321.618
426	5408970.178
427	5402381.109
428	5399880.72
429	5394470.66
430	5393594.936
431	5391841.759
432	5390051.36
433	5388371.159
434	5384755.977
435	5383271.947
436	5381707.348
437	5378567.705
438	5374410.955
439	5373194.927
440	5372575.41
441	5372246.941
442	5371508.207
443	5365935.922
444	5365121.868
445	5364721.817
446	5364360.955
447	5362985.089
448	5362195.273
449	5360992.037
450	5358073.755
451	5352982.857
452	5351860.507
453	5350320.359
454	5348348.257
455	5347590.935
456	5347172.477
457	5345627.422
458	5343979.583
459	5342984.633
460	5342276.39
461	5338484.431
462	5337752.462
463	5336983.344
464	5336806.923
465	5336411.925
466	5335774.184
467	5333326.743
468	5332657.273
469	5329833.43
470	5329446.363
471	5328326.06
472	5327126.034
473	5327008.887
474	5326856.75
475	5325643.777
476	5322790.54
477	5320606.303
478	5317300.42
479	5315727.163
480	5314712.77
481	5312540.252
482	5310990.806
483	5310475.081
484	5309339.367
485	5307839.84
486	5306436.536
487	5305357.918
488	5304000.567
489	5303008.973
490	5298951.75
491	5297981.003
492	5297004.5
493	5295410.761
494	5294547.445
495	5291758.656
496	5290846.342
497	5289872.471
498	5288517.864
499	5287593.393
500	5284170.369
501	5283364.702
502	5282890.193
503	5281842.275
504	5280503.104
505	5280077.065
506	5277638.618
507	5276876.558
508	5276117.609
509	5274463.356
510	5273916.228
511	5272091.608
512	5269807.373
513	5268338.783
514	5267549.997
515	5266340.787
516	5264852.675
517	5259869.161
518	5259236.116
519	5258195.382
520	5257307.951
521	5255144.561
522	5251758.021
523	5251078.264
524	5247073.722
525	5239839.095
526	5238054.634
527	5236030.013
528	5232629.663
529	5231262.317
530	5229180.031
531	5225047.843
532	5223191.499
533	5221566.119
534	5219800.745
535	5218118.682
536	5216514.579
537	5214468.753
538	5207926.891
539	5207171.163
540	5200287.053
541	5198796.038
542	5197741.546
543	5196830.548
544	5195124.255
545	5193019.553
546	5191992.566
547	5187863.94
548	5186970.632
549	5185481.05
550	5184151.439
551	5183046.618
552	5181371.021
553	5180448.539
554	5179376.41
555	5176722.43
556	5173189.197
557	5170452.187
558	5168641.166
559	5168375.185
560	5167412.999
561	5161811.759
562	5161484.427
563	5159401.128
564	5158743.563
565	5156584.125
566	5154695.77
567	5152958.214
568	5149930.779
569	5147550.601
570	5145432.002
571	5144241.367
572	5140076.873
573	5139481.657
574	5137254.509
575	5137004.276
576	5136428.042
577	5134116.701
578	5133550.184
579	5131391.438
580	5128674.255
581	5126901.309
582	5125195.863
583	5124045.549
584	5123271.395
585	5120414.759
586	5118919.427
587	5118765.467
588	5118199.466
589	5116435.166
590	5115223.453
591	5113808.192
592	5113302.905
593	5110704.36
594	5109237.641
595	5107759.206
596	5103894.205
597	5103375.853
598	5102191.362
599	5099528.626
600	5097808.719
601	5096474.096
602	5096186.546
603	5092990.175
604	5089171.742
605	5088283.671
606	5081591.512
607	5080659.565
608	5080195.457
609	5079439.041
610	5078954.094
611	5078593.988
612	5077585.624
613	5076658.84
614	5075816.339
615	5074590.833
616	5071552.023
617	5070059.525
618	5069216.819
619	5067766.923
620	5066917.645
621	5064998.746
622	5062656.251
623	5060429.324
624	5059354.578
625	5055637.939
626	5054850.997
627	5054749.928
628	5054147.291
629	5053771.239
630	5052765.654
631	5050920.911
632	5047360.906
633	5045550.631
634	5045036.076
635	5044137.479
636	5043315.069
637	5041918.365
638	5040118.591
639	5039845.61
640	5036137.706
641	5035430.81
642	5034667.125
643	5032414.741
644	5032067.638
645	5030147.877
646	5029377.492
647	5028651.936
648	5027846.132
649	5024516.299
650	5023876.969
651	5022094.266
652	5020904.858
653	5020209.071
654	5019782.874
655	5018767.227
656	5018278.304
657	5017061.031
658	5016174.506
659	5015941.994
660	5015449.169
661	5014577.737
662	5014548.524
663	5013828.776
664	5011918.694
665	5010955.234
666	5010448.851
667	5009701.692
668	5009583.972
669	5009002.537
670	5008262.358
671	5007939.988
672	5004843.07
673	5003210.138
674	5002903.63
675	5000313.051
676	4999664.375
677	4997850.929
678	4996785.204
679	4995218.403
680	4994544.326
681	4993362.655
682	4993241.155
683	4991999.178
684	4991451.541
685	4990527.439
686	4989003.683
687	4988527.682
688	4987056.67
689	4984009.601
690	4983263.733
691	4983240.467
692	4982561.732
693	4980138.823
694	4978036.432
695	4976333.376
696	4974765.158
697	4974314.226
698	4972122.717
699	4971219.861
700	4969757.053
701	4967710.816
702	4967333.239
703	4966650.533
704	4965223.847
705	4963608.108
706	4963098.593
707	4962026.266
708	4961314.906
709	4959915.287
710	4957093.909
711	4954620.644
712	4953808.051
713	4952361.149
714	4952035.591
715	4950669.177
716	4949869.209
717	4949623.514
718	4948535.267
719	4947863.395
720	4947066.543
721	4942993.306
722	4942500.023
723	4939776.38
724	4936656.633
725	4936557.444
726	4936064.177
727	4935070.094
728	4929934.84
729	4929695.914
730	4929118.903
731	4928413.511
732	4925751.768
733	4924280.032
734	4922443.539
735	4921313.761
736	4920875.633
737	4920299.099
738	4918184.486
739	4916498.067
740	4913335.253
741	4913161.286
742	4911262.91
743	4907423.333
744	4906882.207
745	4905230.366
746	4903528.609
747	4901915.788
748	4899271.348
749	4897965.452
750	4896493.475
751	4896311.29
752	4895923.033
753	4895839.259
754	4888742.311
755	4888128.904
756	4886821.111
757	4886529.624
758	4883709.334
759	4883579.24
760	4882901.29
761	4880388.519
762	4879344.859
763	4877748.195
764	4877370.909
765	4874644.546
766	4873013.798
767	4872246.709
768	4870491.608
769	4866649.053
770	4865714.859
771	4863025.012
772	4862412.514
773	4861700.464
774	4859754.178
775	4859485.469
776	4858636.146
777	4857119.198
778	4856107.668
779	4852930.639
780	4851746.369
781	4850170.525
782	4848632.873
783	4847855.499
784	4847400.179
785	4847152.114
786	4846535.426
787	4846016.54
788	4845556.562
789	4844199.298
790	4844030.238
791	4843139.807
792	4837334.275
793	4837108.435
794	4836890.136
795	4836028.401
796	4835575.303
797	4832964.71
798	4832286.015
799	4830532.325
800	4829038.835
801	4825629.593
802	4825391.731
803	4825137.743
804	4824702.14
805	4822157.842
806	4821951.982
807	4821039.505
808	4819754.818
809	4818377.702
810	4816061.507
811	4815842.423
812	4815382.44
813	4814988.233
814	4813120.569
815	4811302.04
816	4806336.565
817	4803903.415
818	4803487.544
819	4801563.104
820	4799245.114
821	4799115.185
822	4798426.373
823	4795302.518
824	4794548.71
825	4794027.639
826	4793347.723
827	4791990.614
828	4784881.622
829	4783505.223
830	4781147.826
831	4780817.614
832	4780231.879
833	4778525.658
834	4773084.271
835	4771819.266
836	4769351.985
837	4768648.975
838	4768100.076
839	4762761.28
840	4761908.049
841	4761693.32
842	4757606.037
843	4756746.882
844	4755692.575
845	4753737.316
846	4752688.884
847	4751964.519
848	4751096.472
849	4750587.716
850	4749509.592
851	4748585.729
852	4747207.293
853	4747017.389
854	4745759.258
855	4745169.529
856	4744878.634
857	4742768.55
858	4740695.847
859	4740082.757
860	4739386.956
861	4739007.553
862	4736807.93
863	4736350.457
864	4735840.57
865	4734876.703
866	4732330.432
867	4731841.684
868	4731614.856
869	4730016.657
870	4729878.628
871	4729523.516
872	4727882.621
873	4726072.076
874	4723124.256
875	4722473.979
876	4721390.152
877	4717509.641
878	4716275.419
879	4715022.312
880	4714205.396
881	4713808.996
882	4711432.005
883	4711077.046
884	4710729.531
885	4709452.953
886	4708330.449
887	4708106.929
888	4706141.223
889	4705498.407
890	4704337.999
891	4703946.264
892	4703474.934
893	4702326.658
894	4698026.49
895	4697672.308
896	4696136.487
897	4694658.979
898	4692013.364
899	4692008.852
900	4691401.924
901	4690815.692
902	4688721.772
903	4688536.544
904	4688047.339
905	4687258.492
906	4686553.097
907	4686479.579
908	4685605.945
909	4684575.458
910	4680869.046
911	4679633.716
912	4679493.049
913	4679227.676
914	4677649.04
915	4677187.597
916	4676629.871
917	4674848.88
918	4674713.802
919	4673818.35
920	4673514.798
921	4673446.295
922	4673223.668
923	4672888.281
924	4671740.238
925	4670978.212
926	4669733.171
927	4669605.51
928	4669316.393
929	4667932.118
930	4667297.956
931	4666183.72
932	4665547.14
933	4665279.213
934	4663173.031
935	4662408.409
936	4661885.931
937	4661555.578
938	4660966.75
939	4660158.566
940	4659469.854
941	4659465.701
942	4658411.328
943	4657562.093
944	4656444.593
945	4653254.617
946	4652335.674
947	4651536.777
948	4651117.908
949	4650526.678
950	4650144.564
951	4650012.168
952	4649525.734
953	4648519.465
954	4647931.868
955	4645420.815
956	4643216.296
957	4642386.79
958	4641343.639
959	4641225.137
960	4640127.864
961	4639377.258
962	4638416.64
963	4637175.139
964	4633678.751
965	4632951.995
966	4632144.621
967	4631746.31
968	4627907.709
969	4625836.926
970	4625108.259
971	4624664.943
972	4622837.445
973	4622165.911
974	4622023.384
975	4620112.914
976	4619683.455
977	4619030.426
978	4617240.441
979	4615393.341
980	4614973.364
981	4611409.331
982	4609534.753
983	4607840.2
984	4607777.583
985	4605959.142
986	4604764.471
987	4602034.448
988	4600288.701
989	4599250.322
990	4597511.28
991	4597310.783
992	4595860.597
993	4593531.791
994	4593047.656
995	4589399.681
996	4587289.2
997	4586327.922
998	4585397.882
999	4584838.909
