iter	RMSE
254	4078375.08
255	4069909.162
256	4057665.235
257	4044692.902
258	4037027.483
259	4028749.167
260	4020976.062
261	4013521.109
262	4006730.117
263	3997652.128
264	3987314.253
265	3977328.198
266	3968505.984
267	3957826.727
268	3948975.696
269	3941775.918
270	3932411.588
271	3925249.415
272	3913380.613
273	3901624.275
274	3894245.745
275	3886561.367
276	3879651.583
277	3871669.183
278	3864370.611
279	3857208.065
280	3852114.131
281	3847028.613
282	3838232.703
283	3827468.817
284	3818165.989
285	3810735.046
286	3801697.479
287	3795979.379
288	3788439.023
289	3781734.935
290	3775708.767
291	3769347.762
292	3760604.871
293	3753793.946
294	3747067.06
295	3739266.26
296	3729961.906
297	3725208.141
298	3721474.453
299	3713473.391
300	3708237.283
301	3703324.126
302	3696739.765
303	3691439.46
304	3681533.621
305	3674631.838
306	3669921.178
307	3664406.742
308	3658263.352
309	3651909.57
310	3647476.218
311	3641549.737
312	3635080.891
313	3628251.531
314	3623209.992
315	3617362.38
316	3613038.611
317	3605606.886
318	3597345.317
319	3592222.747
320	3585401.09
321	3577064.427
322	3570081.078
323	3565370.232
324	3560479.337
325	3554592.352
326	3544168.041
327	3537883.467
328	3532102.656
329	3527072.324
330	3521920.774
331	3516861.243
332	3510056.298
333	3505291.001
334	3500570.796
335	3497182.292
336	3492586.465
337	3485560.309
338	3481536.9
339	3477026.009
340	3472745.091
341	3469097.226
342	3464331.033
343	3455783.729
344	3452284.807
345	3448734.925
346	3444167.249
347	3439352.548
348	3433983.71
349	3430384.804
350	3422307.382
351	3418015.181
352	3414731.203
353	3410382.303
354	3406587.595
355	3401476.296
356	3395756.26
357	3392470.265
358	3389047.477
359	3383976.939
360	3376649.801
361	3371751.951
362	3368095.491
363	3363223.452
364	3358693.665
365	3353563.59
366	3348396.778
367	3345515.157
368	3340157.722
369	3337425.183
370	3334022.768
371	3328749.823
372	3323858.48
373	3318036.83
374	3315654.116
375	3311600.854
376	3306829.419
377	3302874.839
378	3299336.757
379	3296703.224
380	3293786.016
381	3287777.377
382	3280068.843
383	3275401.356
384	3270593.785
385	3266748.697
386	3261780.341
387	3258178.074
388	3255485.701
389	3252582.894
390	3249770.979
391	3244989.207
392	3240743.673
393	3237820.072
394	3235204.161
395	3232254.109
396	3228811.379
397	3225648.553
398	3219878.977
399	3216847.872
400	3213585.969
401	3209671.105
402	3204464.44
403	3200802.334
404	3198398.796
405	3192656.024
406	3189358.619
407	3185860.767
408	3182900.539
409	3180334.133
410	3176369.456
411	3173861.264
412	3171152.504
413	3168225.014
414	3165012.425
415	3162184.948
416	3160167.923
417	3154895.996
418	3151946.187
419	3149194.247
420	3145774.564
421	3141964.992
422	3138552.011
423	3135238.369
424	3131110.359
425	3127081.378
426	3123402.626
427	3121311.895
428	3116919.861
429	3114330.619
430	3109579.389
431	3106209.67
432	3102859.599
433	3099556.578
434	3096074.41
435	3093273.075
436	3090326.07
437	3087401.35
438	3085538.359
439	3080956.367
440	3075200.846
441	3072156.917
442	3068725.615
443	3066107
444	3062123.382
445	3060083.856
446	3056938.253
447	3053463.71
448	3051138.481
449	3044697.333
450	3041138.2
451	3038221.752
452	3035067.006
453	3032408.327
454	3030072.759
455	3027822.902
456	3025856.639
457	3023237.345
458	3018343.943
459	3016548.007
460	3013961.368
461	3011667.42
462	3009415.953
463	3005987.63
464	3003016.765
465	2998970.676
466	2995719.706
467	2993188.568
468	2987655.686
469	2985255.781
470	2982407.729
471	2979297.201
472	2976409.757
473	2973944.011
474	2971443.286
475	2968526.701
476	2966065.448
477	2962938.934
478	2960129.689
479	2957930.842
480	2955727.898
481	2950791.138
482	2948699.144
483	2946273.482
484	2943929.068
485	2942870.899
486	2940688.101
487	2938480.548
488	2935393.515
489	2932342.114
490	2929543.454
491	2926909.633
492	2925038.328
493	2922434.585
494	2920518.398
495	2918304.994
496	2915584.109
497	2912946.471
498	2911139.046
499	2909162.056
500	2907137.5
501	2904031.557
502	2900529.196
503	2898362.489
504	2896623.256
505	2894477.102
506	2891580.757
507	2889368.621
508	2885698.356
509	2883434.852
510	2880918.406
511	2878139.018
512	2875097.9
513	2871965.667
514	2870497.976
515	2868330.042
516	2866512.644
517	2864579.304
518	2861411.385
519	2856820.754
520	2853944.845
521	2849146.903
522	2846536.056
523	2844408.169
524	2842667.304
525	2841407.13
526	2838882.941
527	2835779.159
528	2833895.926
529	2831866.965
530	2830007.26
531	2828254.95
532	2825854.576
533	2821208.546
534	2818868.962
535	2817467.667
536	2814833.799
537	2811521.777
538	2808365.989
539	2805764.137
540	2803899.902
541	2800948.352
542	2798635.078
543	2796872.524
544	2795102.2
545	2792289.465
546	2787890.731
547	2786592.536
548	2784667.262
549	2783219.643
550	2780357.943
551	2778867.77
552	2776516.766
553	2774566.674
554	2772806.453
555	2770353.697
556	2768873.245
557	2767196.077
558	2764854.147
559	2763638.504
560	2760637.126
561	2759124.082
562	2757309.804
563	2753723.32
564	2751141.814
565	2749302.278
566	2747098.098
567	2744956.727
568	2742680.118
569	2741067.812
570	2738968.807
571	2737501.424
572	2736153.831
573	2734460.646
574	2732373.774
575	2730746.376
576	2729167.042
577	2727094.11
578	2724280.559
579	2722803.198
580	2720873.163
581	2718630.025
582	2716796.566
583	2715284.778
584	2713440.274
585	2711443.362
586	2709322.167
587	2707397.778
588	2704410.951
589	2702476.722
590	2699899.43
591	2698469.14
592	2695892.649
593	2692998.449
594	2691783.991
595	2689848.031
596	2688229.095
597	2684087.352
598	2682615.521
599	2680382.435
600	2678460.447
601	2676785.423
602	2675288.597
603	2673454.015
604	2671884.975
